Time - Stamp,IP Address,API-Endpoint,System Details,Parsed Timestamp,Method,Endpoint,Status Code,Browser,Operating System
[20/Mar/2025:08:41:40 +0200],127.0.0.2,GET /enable_poller 202 OK,Chrome/103.0 (Linux Kernel 6.0),2025-03-20 08:41:40,GET,/enable_poller,202,Chrome/103.0,Linux Kernel 6.0
[20/Mar/2025:08:48:08 +0000],127.0.0.4,PUT /enable_poller 300 Redirect,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 08:48:08,PUT,/enable_poller,300,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:08:53:09 +0530],127.0.0.3,OPTIONS /create_email_configuration 200 OK,Mozilla/25.3 (UNKNOWN),2025-03-20 08:53:09,OPTIONS,/create_email_configuration,200,Mozilla/25.3,UNKNOWN
[20/Mar/2025:08:53:40 +0530],127.0.0.5,OPTIONS /create_email_configuration 500 Internal Server Error,Mozilla/25.3 (UNKNOWN),2025-03-20 08:53:40,OPTIONS,/create_email_configuration,500,Mozilla/25.3,UNKNOWN
[20/Mar/2025:08:57:48 -0700],127.0.0.4,GET /get_all_email_configuration 403 Forbidden,Safari/2.2.4 (UNKNOWN),2025-03-20 08:57:48,GET,/get_all_email_configuration,403,Safari/2.2.4,UNKNOWN
[20/Mar/2025:09:01:39 -0700],127.0.0.1,POST /get_email_configuration 200 OK,Mozilla/12.0 (UNKNOWN),2025-03-20 09:01:39,POST,/get_email_configuration,200,Mozilla/12.0,UNKNOWN
[20/Mar/2025:09:07:13 +0200],127.0.0.3,PUT /create_email_configuration 401 Unauthorized,Mozilla/52.9 (Ubuntu 20.04),2025-03-20 09:07:13,PUT,/create_email_configuration,401,Mozilla/52.9,Ubuntu 20.04
[20/Mar/2025:09:09:55 -0700],127.0.0.1,PUT /disable_poller 502 Bad Gateway,Safari/2.2.4 (Windows 7),2025-03-20 09:09:55,PUT,/disable_poller,502,Safari/2.2.4,Windows 7
[20/Mar/2025:09:15:11 +0000],127.0.0.1,POST /disable_poller 401 Unauthorized,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 09:15:11,POST,/disable_poller,401,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:09:20:54 +0000],127.0.0.4,POST /email_configuration/audit/get_all 200 OK,Safari/2.2.4 (UNKNOWN),2025-03-20 09:20:54,POST,/email_configuration/audit/get_all,200,Safari/2.2.4,UNKNOWN
[20/Mar/2025:09:23:06 +0200],127.0.0.4,PUT /update_email_configuration 502 Bad Gateway,UNKNOWN (UNKNOWN),2025-03-20 09:23:06,PUT,/update_email_configuration,502,UNKNOWN,UNKNOWN
[20/Mar/2025:09:28:37 -0500],127.0.0.5,OPTIONS /get_email_configuration 200 OK,Chrome/88.0 (Linux Kernel 5.15),2025-03-20 09:28:37,OPTIONS,/get_email_configuration,200,Chrome/88.0,Linux Kernel 5.15
[20/Mar/2025:09:33:07 -0700],127.0.0.4,PUT /enable_poller 300 Redirect,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 09:33:07,PUT,/enable_poller,300,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:09:34:56 +0200],127.0.0.4,OPTIONS /get_email_configuration 400 Bad Request,Mozilla/52.9 (Windows 11),2025-03-20 09:34:56,OPTIONS,/get_email_configuration,400,Mozilla/52.9,Windows 11
[20/Mar/2025:09:40:57 +0200],127.0.0.2,GET /get_all_email_configuration 404 Not Found,Mozilla/25.3 (Linux Kernel 5.15),2025-03-20 09:40:57,GET,/get_all_email_configuration,404,Mozilla/25.3,Linux Kernel 5.15
[20/Mar/2025:09:43:55 -0500],127.0.0.2,GET /email_configuration/unseen/get 401 Unauthorized,Chrome/103.0 (Ubuntu 22.04),2025-03-20 09:43:55,GET,/email_configuration/unseen/get,401,Chrome/103.0,Ubuntu 22.04
[20/Mar/2025:09:47:23 +0200],127.0.0.2,GET /create_email_configuration 401 Unauthorized,Chrome/5.1 (Ubuntu 20.04),2025-03-20 09:47:23,GET,/create_email_configuration,401,Chrome/5.1,Ubuntu 20.04
[20/Mar/2025:09:50:36 +0200],127.0.0.2,OPTIONS /get_email_configuration 300 Redirect,UNKNOWN (Ubuntu 22.04),2025-03-20 09:50:36,OPTIONS,/get_email_configuration,300,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:09:56:59 +0200],127.0.0.4,POST /disable_poller 502 Bad Gateway,Chrome/67.1 (UNKNOWN),2025-03-20 09:56:59,POST,/disable_poller,502,Chrome/67.1,UNKNOWN
[20/Mar/2025:09:59:03 +0000],127.0.0.5,GET /get_all_email_configuration 400 Bad Request,Mozilla/39.0 (Mac OS Sequoia),2025-03-20 09:59:03,GET,/get_all_email_configuration,400,Mozilla/39.0,Mac OS Sequoia
[20/Mar/2025:10:00:41 +0200],127.0.0.4,OPTIONS /email_configuration/test 502 Bad Gateway,Mozilla/39.0 (Windows 10),2025-03-20 10:00:41,OPTIONS,/email_configuration/test,502,Mozilla/39.0,Windows 10
[20/Mar/2025:10:01:17 -0500],127.0.0.5,PUT /email_configuration/audit/get_all 401 Unauthorized,Mozilla/25.3 (Ubuntu 22.04),2025-03-20 10:01:17,PUT,/email_configuration/audit/get_all,401,Mozilla/25.3,Ubuntu 22.04
[20/Mar/2025:10:02:01 -0700],127.0.0.2,POST /email_configuration/test 502 Bad Gateway,Chrome/5.1 (UNKNOWN),2025-03-20 10:02:01,POST,/email_configuration/test,502,Chrome/5.1,UNKNOWN
[20/Mar/2025:10:07:13 +0530],127.0.0.5,OPTIONS /enable_poller 401 Unauthorized,Safari/2.2.4 (Windows 11),2025-03-20 10:07:13,OPTIONS,/enable_poller,401,Safari/2.2.4,Windows 11
[20/Mar/2025:10:10:55 +0200],127.0.0.5,OPTIONS /email_configuration/test 401 Unauthorized,Safari/2.2.4 (Linux Kernel 6.0),2025-03-20 10:10:55,OPTIONS,/email_configuration/test,401,Safari/2.2.4,Linux Kernel 6.0
[20/Mar/2025:10:11:42 +0530],127.0.0.1,POST /update_email_configuration 400 Bad Request,Chrome/67.1 (Ubuntu 22.04),2025-03-20 10:11:42,POST,/update_email_configuration,400,Chrome/67.1,Ubuntu 22.04
[20/Mar/2025:10:18:14 +0200],127.0.0.2,OPTIONS /email_configuration/test 401 Unauthorized,Mozilla/12.0 (UNKNOWN),2025-03-20 10:18:14,OPTIONS,/email_configuration/test,401,Mozilla/12.0,UNKNOWN
[20/Mar/2025:10:23:22 +0200],127.0.0.4,PUT /enable_poller 401 Unauthorized,Chrome/103.0 (Linux Kernel 5.15),2025-03-20 10:23:22,PUT,/enable_poller,401,Chrome/103.0,Linux Kernel 5.15
[20/Mar/2025:10:23:24 +0200],127.0.0.5,GET /email_configuration/audit/get_all 500 Internal Server Error,Mozilla/25.3 (Linux Kernel 5.15),2025-03-20 10:23:24,GET,/email_configuration/audit/get_all,500,Mozilla/25.3,Linux Kernel 5.15
[20/Mar/2025:10:27:13 +0200],127.0.0.1,GET /enable_poller 200 OK,Mozilla/25.3 (Windows 7),2025-03-20 10:27:13,GET,/enable_poller,200,Mozilla/25.3,Windows 7
[20/Mar/2025:10:28:05 +0200],127.0.0.4,PUT /create_email_configuration 404 Not Found,Mozilla/25.3 (UNKNOWN),2025-03-20 10:28:05,PUT,/create_email_configuration,404,Mozilla/25.3,UNKNOWN
[20/Mar/2025:10:31:34 +0200],127.0.0.2,OPTIONS /email_configuration/unseen/get 502 Bad Gateway,Mozilla/39.0 (UNKNOWN),2025-03-20 10:31:34,OPTIONS,/email_configuration/unseen/get,502,Mozilla/39.0,UNKNOWN
[20/Mar/2025:10:34:11 +0200],127.0.0.2,POST /get_all_email_configuration 202 OK,UNKNOWN (Linux Kernel 6.0),2025-03-20 10:34:11,POST,/get_all_email_configuration,202,UNKNOWN,Linux Kernel 6.0
[20/Mar/2025:10:36:09 -0700],127.0.0.5,PUT /get_all_email_configuration 300 Redirect,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 10:36:09,PUT,/get_all_email_configuration,300,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:10:37:11 +0530],127.0.0.4,GET /update_email_configuration 200 OK,UNKNOWN (Windows 7),2025-03-20 10:37:11,GET,/update_email_configuration,200,UNKNOWN,Windows 7
[20/Mar/2025:10:40:10 +0000],127.0.0.1,GET /get_email_configuration 202 OK,UNKNOWN (Windows XP),2025-03-20 10:40:10,GET,/get_email_configuration,202,UNKNOWN,Windows XP
[20/Mar/2025:10:43:08 -0700],127.0.0.1,GET /enable_poller 200 OK,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 10:43:08,GET,/enable_poller,200,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:10:49:44 -0700],127.0.0.1,OPTIONS /email_configuration/test 400 Bad Request,Chrome/88.0 (Linux Kernel 5.15),2025-03-20 10:49:44,OPTIONS,/email_configuration/test,400,Chrome/88.0,Linux Kernel 5.15
[20/Mar/2025:10:50:24 -0500],127.0.0.3,POST /email_configuration/unseen/get 200 OK,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 10:50:24,POST,/email_configuration/unseen/get,200,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:10:51:48 +0530],127.0.0.5,OPTIONS /enable_poller 502 Bad Gateway,Chrome/88.0 (Mac OS Ventura),2025-03-20 10:51:48,OPTIONS,/enable_poller,502,Chrome/88.0,Mac OS Ventura
[20/Mar/2025:10:55:01 -0500],127.0.0.1,OPTIONS /email_configuration/audit/get_all 404 Not Found,Safari/2.2.4 (Windows XP),2025-03-20 10:55:01,OPTIONS,/email_configuration/audit/get_all,404,Safari/2.2.4,Windows XP
[20/Mar/2025:10:56:14 -0500],127.0.0.3,OPTIONS /email_configuration/unseen/get 404 Not Found,UNKNOWN (Linux Kernel 6.0),2025-03-20 10:56:14,OPTIONS,/email_configuration/unseen/get,404,UNKNOWN,Linux Kernel 6.0
[20/Mar/2025:11:01:53 +0000],127.0.0.1,POST /get_email_configuration 401 Unauthorized,UNKNOWN (Linux Kernel 5.15),2025-03-20 11:01:53,POST,/get_email_configuration,401,UNKNOWN,Linux Kernel 5.15
[20/Mar/2025:11:04:29 +0530],127.0.0.3,POST /email_configuration/audit/get_all 500 Internal Server Error,Mozilla/52.9 (Linux Kernel 6.0),2025-03-20 11:04:29,POST,/email_configuration/audit/get_all,500,Mozilla/52.9,Linux Kernel 6.0
[20/Mar/2025:11:06:27 -0500],127.0.0.3,OPTIONS /update_email_configuration 404 Not Found,Safari/2.2.4 (Ubuntu 20.04),2025-03-20 11:06:27,OPTIONS,/update_email_configuration,404,Safari/2.2.4,Ubuntu 20.04
[20/Mar/2025:11:12:32 +0200],127.0.0.1,OPTIONS /create_email_configuration 400 Bad Request,Mozilla/5.0 (Ubuntu 20.04),2025-03-20 11:12:32,OPTIONS,/create_email_configuration,400,Mozilla/5.0,Ubuntu 20.04
[20/Mar/2025:11:19:04 +0530],127.0.0.3,PUT /email_configuration/test 400 Bad Request,Safari/2.2.4 (UNKNOWN),2025-03-20 11:19:04,PUT,/email_configuration/test,400,Safari/2.2.4,UNKNOWN
[20/Mar/2025:11:21:33 +0530],127.0.0.5,POST /email_configuration/unseen/get 202 OK,Mozilla/25.3 (Windows 7),2025-03-20 11:21:33,POST,/email_configuration/unseen/get,202,Mozilla/25.3,Windows 7
[20/Mar/2025:11:21:33 +0000],127.0.0.2,POST /update_email_configuration 300 Redirect,Safari/2.2.4 (Ubuntu 22.04),2025-03-20 11:21:33,POST,/update_email_configuration,300,Safari/2.2.4,Ubuntu 22.04
[20/Mar/2025:11:21:35 -0700],127.0.0.4,GET /create_email_configuration 502 Bad Gateway,Chrome/67.1 (Windows 10),2025-03-20 11:21:35,GET,/create_email_configuration,502,Chrome/67.1,Windows 10
[20/Mar/2025:11:21:39 +0530],127.0.0.3,OPTIONS /email_configuration/unseen/get 400 Bad Request,Chrome/22.0 (Linux Kernel 6.0),2025-03-20 11:21:39,OPTIONS,/email_configuration/unseen/get,400,Chrome/22.0,Linux Kernel 6.0
[20/Mar/2025:11:21:40 +0530],127.0.0.4,POST /get_email_configuration 401 Unauthorized,Safari/2.2.4 (Mac OS Sequoia),2025-03-20 11:21:40,POST,/get_email_configuration,401,Safari/2.2.4,Mac OS Sequoia
[20/Mar/2025:11:21:45 -0500],127.0.0.4,POST /get_all_email_configuration 502 Bad Gateway,UNKNOWN (Windows 7),2025-03-20 11:21:45,POST,/get_all_email_configuration,502,UNKNOWN,Windows 7
[20/Mar/2025:11:21:46 +0530],127.0.0.2,POST /email_configuration/test 500 Internal Server Error,Safari/2.2.4 (Mac OS Ventura),2025-03-20 11:21:46,POST,/email_configuration/test,500,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:11:21:49 -0700],127.0.0.3,OPTIONS /email_configuration/audit/get_all 202 OK,Safari/2.2.4 (UNKNOWN),2025-03-20 11:21:49,OPTIONS,/email_configuration/audit/get_all,202,Safari/2.2.4,UNKNOWN
[20/Mar/2025:11:21:54 +0200],127.0.0.3,POST /get_email_configuration 300 Redirect,Chrome/117.2 (Linux Kernel 6.0),2025-03-20 11:21:54,POST,/get_email_configuration,300,Chrome/117.2,Linux Kernel 6.0
[20/Mar/2025:11:21:57 +0530],127.0.0.4,GET /email_configuration/test 400 Bad Request,Chrome/3.0 (Windows 11),2025-03-20 11:21:57,GET,/email_configuration/test,400,Chrome/3.0,Windows 11
[20/Mar/2025:11:21:57 -0500],127.0.0.2,OPTIONS /update_email_configuration 300 Redirect,Chrome/4.2 (Mac OS Ventura),2025-03-20 11:21:57,OPTIONS,/update_email_configuration,300,Chrome/4.2,Mac OS Ventura
[20/Mar/2025:11:22:03 +0200],127.0.0.2,PUT /email_configuration/audit/get_all 502 Bad Gateway,UNKNOWN (Ubuntu 22.04),2025-03-20 11:22:03,PUT,/email_configuration/audit/get_all,502,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:11:22:07 -0500],127.0.0.2,PUT /get_email_configuration 300 Redirect,Safari/2.2.4 (UNKNOWN),2025-03-20 11:22:07,PUT,/get_email_configuration,300,Safari/2.2.4,UNKNOWN
[20/Mar/2025:11:22:10 +0000],127.0.0.2,POST /enable_poller 500 Internal Server Error,Chrome/67.1 (Ubuntu 20.04),2025-03-20 11:22:10,POST,/enable_poller,500,Chrome/67.1,Ubuntu 20.04
[20/Mar/2025:11:22:12 +0530],127.0.0.2,POST /enable_poller 500 Internal Server Error,Mozilla/12.0 (Linux Kernel 5.15),2025-03-20 11:22:12,POST,/enable_poller,500,Mozilla/12.0,Linux Kernel 5.15
[20/Mar/2025:11:22:16 +0000],127.0.0.1,GET /enable_poller 500 Internal Server Error,Safari/2.2.4 (UNKNOWN),2025-03-20 11:22:16,GET,/enable_poller,500,Safari/2.2.4,UNKNOWN
[20/Mar/2025:11:22:19 +0200],127.0.0.1,OPTIONS /create_email_configuration 404 Not Found,Mozilla/5.0 (UNKNOWN),2025-03-20 11:22:19,OPTIONS,/create_email_configuration,404,Mozilla/5.0,UNKNOWN
[20/Mar/2025:11:22:25 +0200],127.0.0.2,PUT /update_email_configuration 500 Internal Server Error,Mozilla/52.9 (Linux Kernel 6.0),2025-03-20 11:22:25,PUT,/update_email_configuration,500,Mozilla/52.9,Linux Kernel 6.0
[20/Mar/2025:11:22:28 +0000],127.0.0.4,GET /get_all_email_configuration 403 Forbidden,Chrome/2.1 (Mac OS Sequoia),2025-03-20 11:22:28,GET,/get_all_email_configuration,403,Chrome/2.1,Mac OS Sequoia
[20/Mar/2025:11:22:29 +0530],127.0.0.3,POST /email_configuration/unseen/get 500 Internal Server Error,Chrome/67.1 (Mac OS Sequoia),2025-03-20 11:22:29,POST,/email_configuration/unseen/get,500,Chrome/67.1,Mac OS Sequoia
[20/Mar/2025:11:22:33 +0530],127.0.0.3,OPTIONS /enable_poller 403 Forbidden,UNKNOWN (UNKNOWN),2025-03-20 11:22:33,OPTIONS,/enable_poller,403,UNKNOWN,UNKNOWN
[20/Mar/2025:11:25:08 +0530],127.0.0.5,PUT /get_all_email_configuration 404 Not Found,UNKNOWN (UNKNOWN),2025-03-20 11:25:08,PUT,/get_all_email_configuration,404,UNKNOWN,UNKNOWN
[20/Mar/2025:11:29:46 -0500],127.0.0.3,PUT /email_configuration/audit/get_all 500 Internal Server Error,Mozilla/5.0 (Windows XP),2025-03-20 11:29:46,PUT,/email_configuration/audit/get_all,500,Mozilla/5.0,Windows XP
[20/Mar/2025:11:36:25 +0000],127.0.0.5,PUT /get_all_email_configuration 202 OK,Safari/2.2.4 (Ubuntu 20.04),2025-03-20 11:36:25,PUT,/get_all_email_configuration,202,Safari/2.2.4,Ubuntu 20.04
[20/Mar/2025:11:41:38 +0530],127.0.0.5,OPTIONS /update_email_configuration 400 Bad Request,Mozilla/25.3 (UNKNOWN),2025-03-20 11:41:38,OPTIONS,/update_email_configuration,400,Mozilla/25.3,UNKNOWN
[20/Mar/2025:11:45:59 +0000],127.0.0.5,POST /get_all_email_configuration 403 Forbidden,Safari/2.2.4 (Ubuntu 20.04),2025-03-20 11:45:59,POST,/get_all_email_configuration,403,Safari/2.2.4,Ubuntu 20.04
[20/Mar/2025:11:46:48 +0200],127.0.0.1,GET /create_email_configuration 500 Internal Server Error,UNKNOWN (Windows 11),2025-03-20 11:46:48,GET,/create_email_configuration,500,UNKNOWN,Windows 11
[20/Mar/2025:11:49:48 +0530],127.0.0.1,PUT /email_configuration/unseen/get 401 Unauthorized,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 11:49:48,PUT,/email_configuration/unseen/get,401,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:11:55:28 +0530],127.0.0.5,GET /enable_poller 500 Internal Server Error,UNKNOWN (Windows 11),2025-03-20 11:55:28,GET,/enable_poller,500,UNKNOWN,Windows 11
[20/Mar/2025:12:00:41 +0200],127.0.0.2,POST /create_email_configuration 400 Bad Request,Chrome/2.1 (Linux Kernel 5.15),2025-03-20 12:00:41,POST,/create_email_configuration,400,Chrome/2.1,Linux Kernel 5.15
[20/Mar/2025:12:04:12 +0530],127.0.0.5,OPTIONS /get_email_configuration 400 Bad Request,Mozilla/5.0 (Linux Kernel 5.15),2025-03-20 12:04:12,OPTIONS,/get_email_configuration,400,Mozilla/5.0,Linux Kernel 5.15
[20/Mar/2025:12:10:48 -0500],127.0.0.2,POST /email_configuration/audit/get_all 401 Unauthorized,Mozilla/12.0 (Mac OS Ventura),2025-03-20 12:10:48,POST,/email_configuration/audit/get_all,401,Mozilla/12.0,Mac OS Ventura
[20/Mar/2025:12:15:25 +0000],127.0.0.1,PUT /email_configuration/test 403 Forbidden,Chrome/22.0 (Mac OS Sequoia),2025-03-20 12:15:25,PUT,/email_configuration/test,403,Chrome/22.0,Mac OS Sequoia
[20/Mar/2025:12:19:46 +0200],127.0.0.4,OPTIONS /update_email_configuration 300 Redirect,Mozilla/5.0 (Mac OS Ventura),2025-03-20 12:19:46,OPTIONS,/update_email_configuration,300,Mozilla/5.0,Mac OS Ventura
[20/Mar/2025:12:23:47 +0530],127.0.0.5,GET /enable_poller 200 OK,Chrome/96.5 (Linux Kernel 6.0),2025-03-20 12:23:47,GET,/enable_poller,200,Chrome/96.5,Linux Kernel 6.0
[20/Mar/2025:12:24:37 +0200],127.0.0.5,OPTIONS /get_email_configuration 200 OK,Chrome/67.1 (Ubuntu 22.04),2025-03-20 12:24:37,OPTIONS,/get_email_configuration,200,Chrome/67.1,Ubuntu 22.04
[20/Mar/2025:12:30:20 +0200],127.0.0.1,POST /update_email_configuration 404 Not Found,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 12:30:20,POST,/update_email_configuration,404,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:12:33:52 -0500],127.0.0.3,GET /update_email_configuration 500 Internal Server Error,Mozilla/25.3 (UNKNOWN),2025-03-20 12:33:52,GET,/update_email_configuration,500,Mozilla/25.3,UNKNOWN
[20/Mar/2025:12:38:47 -0700],127.0.0.3,OPTIONS /email_configuration/audit/get_all 400 Bad Request,UNKNOWN (Windows 10),2025-03-20 12:38:47,OPTIONS,/email_configuration/audit/get_all,400,UNKNOWN,Windows 10
[20/Mar/2025:12:39:46 +0200],127.0.0.4,GET /create_email_configuration 200 OK,Mozilla/5.0 (UNKNOWN),2025-03-20 12:39:46,GET,/create_email_configuration,200,Mozilla/5.0,UNKNOWN
[20/Mar/2025:12:40:33 +0530],127.0.0.3,GET /email_configuration/test 403 Forbidden,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 12:40:33,GET,/email_configuration/test,403,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:12:42:00 +0000],127.0.0.1,GET /disable_poller 202 OK,UNKNOWN (Mac OS Ventura),2025-03-20 12:42:00,GET,/disable_poller,202,UNKNOWN,Mac OS Ventura
[20/Mar/2025:12:43:51 +0000],127.0.0.3,POST /enable_poller 404 Not Found,Chrome/45.3 (Mac OS Sequoia),2025-03-20 12:43:51,POST,/enable_poller,404,Chrome/45.3,Mac OS Sequoia
[20/Mar/2025:12:48:32 +0200],127.0.0.1,POST /email_configuration/audit/get_all 403 Forbidden,Safari/2.2.4 (UNKNOWN),2025-03-20 12:48:32,POST,/email_configuration/audit/get_all,403,Safari/2.2.4,UNKNOWN
[20/Mar/2025:12:49:10 +0530],127.0.0.2,POST /disable_poller 500 Internal Server Error,UNKNOWN (Ubuntu 22.04),2025-03-20 12:49:10,POST,/disable_poller,500,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:12:55:47 -0500],127.0.0.2,PUT /update_email_configuration 300 Redirect,Safari/2.2.4 (Mac OS Ventura),2025-03-20 12:55:47,PUT,/update_email_configuration,300,Safari/2.2.4,Mac OS Ventura
[20/Mar/2025:13:01:36 +0200],127.0.0.3,GET /get_email_configuration 500 Internal Server Error,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 13:01:36,GET,/get_email_configuration,500,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:13:03:04 +0200],127.0.0.4,OPTIONS /update_email_configuration 400 Bad Request,Chrome/117.2 (Mac OS Sequoia),2025-03-20 13:03:04,OPTIONS,/update_email_configuration,400,Chrome/117.2,Mac OS Sequoia
[20/Mar/2025:13:07:58 +0200],127.0.0.2,GET /email_configuration/unseen/get 404 Not Found,UNKNOWN (Windows 11),2025-03-20 13:07:58,GET,/email_configuration/unseen/get,404,UNKNOWN,Windows 11
[20/Mar/2025:13:11:25 +0530],127.0.0.4,GET /get_email_configuration 400 Bad Request,Chrome/4.2 (Linux Kernel 6.0),2025-03-20 13:11:25,GET,/get_email_configuration,400,Chrome/4.2,Linux Kernel 6.0
[20/Mar/2025:13:15:15 +0000],127.0.0.3,OPTIONS /create_email_configuration 400 Bad Request,Mozilla/5.0 (UNKNOWN),2025-03-20 13:15:15,OPTIONS,/create_email_configuration,400,Mozilla/5.0,UNKNOWN
[20/Mar/2025:13:17:52 -0500],127.0.0.5,PUT /create_email_configuration 502 Bad Gateway,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 13:17:52,PUT,/create_email_configuration,502,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:13:19:49 +0530],127.0.0.5,OPTIONS /email_configuration/test 202 OK,UNKNOWN (Ubuntu 20.04),2025-03-20 13:19:49,OPTIONS,/email_configuration/test,202,UNKNOWN,Ubuntu 20.04
[20/Mar/2025:13:21:08 -0500],127.0.0.5,GET /create_email_configuration 202 OK,Safari/2.2.4 (Windows XP),2025-03-20 13:21:08,GET,/create_email_configuration,202,Safari/2.2.4,Windows XP
[20/Mar/2025:13:26:39 -0500],127.0.0.2,POST /email_configuration/audit/get_all 400 Bad Request,Safari/2.2.4 (UNKNOWN),2025-03-20 13:26:39,POST,/email_configuration/audit/get_all,400,Safari/2.2.4,UNKNOWN
[20/Mar/2025:13:27:22 -0500],127.0.0.2,PUT /email_configuration/audit/get_all 404 Not Found,Mozilla/52.9 (UNKNOWN),2025-03-20 13:27:22,PUT,/email_configuration/audit/get_all,404,Mozilla/52.9,UNKNOWN
[20/Mar/2025:13:30:41 +0000],127.0.0.2,OPTIONS /create_email_configuration 403 Forbidden,Safari/2.2.4 (Linux Kernel 6.0),2025-03-20 13:30:41,OPTIONS,/create_email_configuration,403,Safari/2.2.4,Linux Kernel 6.0
[20/Mar/2025:13:31:25 -0700],127.0.0.3,POST /email_configuration/unseen/get 502 Bad Gateway,Chrome/117.2 (Mac OS Ventura),2025-03-20 13:31:25,POST,/email_configuration/unseen/get,502,Chrome/117.2,Mac OS Ventura
[20/Mar/2025:13:36:17 -0700],127.0.0.3,OPTIONS /disable_poller 500 Internal Server Error,Mozilla/52.9 (Ubuntu 20.04),2025-03-20 13:36:17,OPTIONS,/disable_poller,500,Mozilla/52.9,Ubuntu 20.04
[20/Mar/2025:13:37:29 -0700],127.0.0.2,PUT /create_email_configuration 300 Redirect,Safari/2.2.4 (UNKNOWN),2025-03-20 13:37:29,PUT,/create_email_configuration,300,Safari/2.2.4,UNKNOWN
[20/Mar/2025:13:40:10 -0700],127.0.0.3,OPTIONS /update_email_configuration 404 Not Found,Mozilla/12.0 (Ubuntu 20.04),2025-03-20 13:40:10,OPTIONS,/update_email_configuration,404,Mozilla/12.0,Ubuntu 20.04
[20/Mar/2025:13:42:49 +0000],127.0.0.4,POST /email_configuration/unseen/get 401 Unauthorized,UNKNOWN (Ubuntu 22.04),2025-03-20 13:42:49,POST,/email_configuration/unseen/get,401,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:13:45:37 -0700],127.0.0.2,OPTIONS /enable_poller 404 Not Found,Mozilla/12.0 (Mac OS Sequoia),2025-03-20 13:45:37,OPTIONS,/enable_poller,404,Mozilla/12.0,Mac OS Sequoia
[20/Mar/2025:13:48:30 -0700],127.0.0.2,POST /create_email_configuration 200 OK,Safari/2.2.4 (Linux Kernel 5.15),2025-03-20 13:48:30,POST,/create_email_configuration,200,Safari/2.2.4,Linux Kernel 5.15
[20/Mar/2025:13:49:43 +0200],127.0.0.1,GET /update_email_configuration 300 Redirect,Mozilla/52.9 (Windows 10),2025-03-20 13:49:43,GET,/update_email_configuration,300,Mozilla/52.9,Windows 10
[20/Mar/2025:13:55:00 -0700],127.0.0.3,POST /get_email_configuration 400 Bad Request,Chrome/2.1 (Mac OS Sequoia),2025-03-20 13:55:00,POST,/get_email_configuration,400,Chrome/2.1,Mac OS Sequoia
[20/Mar/2025:14:01:15 -0500],127.0.0.5,PUT /email_configuration/audit/get_all 403 Forbidden,UNKNOWN (Ubuntu 22.04),2025-03-20 14:01:15,PUT,/email_configuration/audit/get_all,403,UNKNOWN,Ubuntu 22.04
[20/Mar/2025:14:04:19 +0200],127.0.0.3,GET /get_email_configuration 401 Unauthorized,Chrome/67.1 (Mac OS Sequoia),2025-03-20 14:04:19,GET,/get_email_configuration,401,Chrome/67.1,Mac OS Sequoia
[20/Mar/2025:14:07:42 +0530],127.0.0.4,POST /email_configuration/unseen/get 404 Not Found,Chrome/5.1 (Mac OS Ventura),2025-03-20 14:07:42,POST,/email_configuration/unseen/get,404,Chrome/5.1,Mac OS Ventura
[20/Mar/2025:14:10:52 +0200],127.0.0.4,GET /update_email_configuration 403 Forbidden,Chrome/22.0 (Windows 11),2025-03-20 14:10:52,GET,/update_email_configuration,403,Chrome/22.0,Windows 11
[20/Mar/2025:14:14:58 +0200],127.0.0.5,PUT /email_configuration/test 200 OK,Mozilla/52.9 (Ubuntu 22.04),2025-03-20 14:14:58,PUT,/email_configuration/test,200,Mozilla/52.9,Ubuntu 22.04
[20/Mar/2025:14:19:28 +0530],127.0.0.5,GET /email_configuration/test 200 OK,Mozilla/25.3 (Linux Kernel 5.15),2025-03-20 14:19:28,GET,/email_configuration/test,200,Mozilla/25.3,Linux Kernel 5.15
